temperature,humidity,ph,rainfall,label
18.886004296796173,84.44336545337605,7.097512199247945,231.75620476092172,Almonds
20.206119527112108,75.81498052234356,5.846183926536753,225.4848582459642,Almonds
23.982252940637395,86.229678511893,7.316913667970233,289.80728790206666,Almonds
25.356631142391898,79.76380192891675,5.851611717040701,210.14031210580814,Almonds
27.983475113929497,75.00202039506728,6.5116197266972575,281.3054790343372,Almonds
27.33113331343558,82.66693708855844,5.928525894442996,238.0824687011285,Almonds
24.425651995351917,75.70277862791404,7.576220941073108,241.6914531061512,Almonds
22.212480532940717,79.1425433673135,6.1187563415084565,217.01619377873809,Almonds
24.36177364708233,85.60464731183575,6.6755781195640775,248.76506407428192,Almonds
25.85651618080232,75.94034432432798,8.187024332856334,219.0253435531453,Almonds
19.183361909233874,87.59007738534004,6.112949150196911,184.7123297089983,Anise
22.099048896962884,75.05729883987873,7.023415191876338,212.63983264132276,Anise
26.39802285635617,78.70235803802855,6.757814983498067,180.7654852087909,Anise
21.83832951933044,86.11356084228106,5.554372123137188,297.4025744468228,Anise
23.718722712271862,79.7440522459396,7.878274340718439,295.8896651783697,Anise
23.877693608621982,76.5283858209902,5.707137718943798,227.4186356966766,Anise
19.844762531336393,80.40350878200641,6.9227650629308615,267.40450252075755,Anise
21.622354416522885,79.05589929576789,7.182034884816849,221.49673180925097,Anise
21.34511288741932,87.64067853240832,7.3852793698437615,260.53117885031713,Anise
18.26196708532065,79.70021876377714,7.565894887923625,276.6516051655175,Anise
18.24191763891355,86.83398707664011,6.2598171505681455,293.61074936306886,Apples
26.31697043675773,88.378082172161,5.529936329975348,228.02547310196064,Apples
20.73070809972813,81.50726129364794,7.670330987064736,273.99575795472566,Apples
23.18078766238816,88.64914715781588,7.106969798042734,211.91141407585425,Apples
20.98725573588773,80.65977080944789,8.008353109621746,298.8398764552378,Apples
27.40679245115341,89.46117624735163,7.964165088702082,183.0923518517221,Apples
20.592967588657736,76.3393428678836,8.02997850336365,252.42345678013456,Apples
22.29656812738935,85.30528899754864,6.9552839799386215,259.14071779815924,Apples
26.72730250484602,82.40721060685394,6.5008851875105975,262.5654668488954,Apples
26.41933566791809,80.8147320818347,7.87467460777411,194.4465094546907,Apples
19.86101417846277,84.49067818122901,6.8538823390877655,292.62357401677565,Apricots
26.026433097957106,85.55785637451497,6.050326589210304,201.74199348601,Apricots
22.58186886737893,75.06544904475463,8.064922058684424,254.73040838878086,Apricots
22.829688720853554,77.50429633120798,8.147679630317041,206.7211294947702,Apricots
19.334799724159442,85.69569075951478,6.8989292684205115,216.86597004255248,Apricots
18.806015137571247,84.99578120367309,5.727099181929362,245.5750250073749,Apricots
25.279393069737647,89.49071257693016,6.663478269750795,230.06321022774918,Apricots
